#                                                                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
931188at2759_871575_1:000a86|NODE_432_length_20500_cov_66.510160:17526-19204  -            413 931188at2759         -            347  5.4e-139  458.6   4.4   1   1  1.6e-138  1.6e-138  457.1   4.4     1   347     1   411     1   411 0.87 -
931188at2759_983966_1:0005ce|NODE_432_length_20500_cov_66.510160:17517-19204  -            433 931188at2759         -            347  6.9e-136  448.4   8.2   1   2   6.2e-91   6.2e-91  300.6   5.0     1   203     1   231     1   245 0.90 -
931188at2759_983966_1:0005ce|NODE_432_length_20500_cov_66.510160:17517-19204  -            433 931188at2759         -            347  6.9e-136  448.4   8.2   2   2   1.6e-44   1.6e-44  148.0   0.1   209   347   261   428   242   428 0.86 -
931188at2759_572307_1:00003a|NODE_432_length_20500_cov_66.510160:17478-19264  -            462 931188at2759         -            347    2e-135  446.9   8.0   1   1  5.1e-134  5.1e-134  442.3   8.0     1   347    21   445    21   445 0.86 -
931188at2759_1230383_1:000333|NODE_432_length_20500_cov_66.510160:17526-19204 -            435 931188at2759         -            347  2.6e-135  446.6   9.5   1   2   6.5e-91   6.5e-91  300.5   5.0     1   203     1   231     1   245 0.90 -
931188at2759_1230383_1:000333|NODE_432_length_20500_cov_66.510160:17526-19204 -            435 931188at2759         -            347  2.6e-135  446.6   9.5   2   2   2.6e-44   2.6e-44  147.3   0.1   210   347   267   433   248   433 0.88 -
931188at2759_1305733_1:00012c|NODE_432_length_20500_cov_66.510160:17526-19204 -            435 931188at2759         -            347  2.6e-135  446.6   9.5   1   2   6.5e-91   6.5e-91  300.5   5.0     1   203     1   231     1   245 0.90 -
931188at2759_1305733_1:00012c|NODE_432_length_20500_cov_66.510160:17526-19204 -            435 931188at2759         -            347  2.6e-135  446.6   9.5   2   2   2.6e-44   2.6e-44  147.3   0.1   210   347   267   433   248   433 0.88 -
931188at2759_4952_1:000849|NODE_432_length_20500_cov_66.510160:17526-19204    -            435 931188at2759         -            347  2.6e-135  446.6   9.5   1   2   6.5e-91   6.5e-91  300.5   5.0     1   203     1   231     1   245 0.90 -
931188at2759_4952_1:000849|NODE_432_length_20500_cov_66.510160:17526-19204    -            435 931188at2759         -            347  2.6e-135  446.6   9.5   2   2   2.6e-44   2.6e-44  147.3   0.1   210   347   267   433   248   433 0.88 -
931188at2759_94643_1:001ce1|NODE_432_length_20500_cov_66.510160:17505-19264   -            462 931188at2759         -            347  3.6e-135  446.1   9.5   1   2   7.7e-91   7.7e-91  300.3   5.0     1   203    21   251    21   265 0.90 -
931188at2759_94643_1:001ce1|NODE_432_length_20500_cov_66.510160:17505-19264   -            462 931188at2759         -            347  3.6e-135  446.1   9.5   2   2   2.9e-44   2.9e-44  147.1   0.1   210   347   287   453   268   453 0.88 -
931188at2759_1314674_1:002247|NODE_432_length_20500_cov_66.510160:17517-19279 -            463 931188at2759         -            347  3.6e-135  446.1   9.5   1   2   7.7e-91   7.7e-91  300.3   5.0     1   203    26   256    26   270 0.90 -
931188at2759_1314674_1:002247|NODE_432_length_20500_cov_66.510160:17517-19279 -            463 931188at2759         -            347  3.6e-135  446.1   9.5   2   2   2.9e-44   2.9e-44  147.1   0.1   210   347   292   458   273   458 0.88 -
931188at2759_4232_0:001ab0|NODE_432_length_20500_cov_66.510160:17517-19279    -            463 931188at2759         -            347  3.6e-135  446.1   9.5   1   2   7.7e-91   7.7e-91  300.3   5.0     1   203    26   256    26   270 0.90 -
931188at2759_4232_0:001ab0|NODE_432_length_20500_cov_66.510160:17517-19279    -            463 931188at2759         -            347  3.6e-135  446.1   9.5   2   2   2.9e-44   2.9e-44  147.1   0.1   210   347   292   458   273   458 0.88 -
931188at2759_554065_0:00250d|NODE_432_length_20500_cov_66.510160:17514-19276  -            463 931188at2759         -            347  3.6e-135  446.1   9.5   1   2   7.7e-91   7.7e-91  300.3   5.0     1   203    25   255    25   269 0.90 -
931188at2759_554065_0:00250d|NODE_432_length_20500_cov_66.510160:17514-19276  -            463 931188at2759         -            347  3.6e-135  446.1   9.5   2   2   2.9e-44   2.9e-44  147.1   0.1   210   347   291   457   272   457 0.88 -
931188at2759_684364_1:000b05|NODE_432_length_20500_cov_66.510160:17526-19327  -            476 931188at2759         -            347  3.6e-135  446.1   9.3   1   2   5.8e-91   5.8e-91  300.7   4.9     1   204    42   273    42   309 0.89 -
931188at2759_684364_1:000b05|NODE_432_length_20500_cov_66.510160:17526-19327  -            476 931188at2759         -            347  3.6e-135  446.1   9.3   2   2   3.1e-44   3.1e-44  147.0   0.1   210   347   308   474   289   474 0.88 -
931188at2759_675824_1:000d52|NODE_432_length_20500_cov_66.510160:17517-19318  -            476 931188at2759         -            347  3.6e-135  446.1   9.3   1   2   5.8e-91   5.8e-91  300.7   4.9     1   204    39   270    39   306 0.89 -
931188at2759_675824_1:000d52|NODE_432_length_20500_cov_66.510160:17517-19318  -            476 931188at2759         -            347  3.6e-135  446.1   9.3   2   2   3.1e-44   3.1e-44  147.0   0.1   210   347   305   471   286   471 0.88 -
931188at2759_158441_0:001b2d|NODE_432_length_20500_cov_66.510160:17526-19306  -            469 931188at2759         -            347  3.7e-135  446.0   9.5   1   2   6.1e-91   6.1e-91  300.6   5.0     1   204    35   266    35   302 0.89 -
931188at2759_158441_0:001b2d|NODE_432_length_20500_cov_66.510160:17526-19306  -            469 931188at2759         -            347  3.7e-135  446.0   9.5   2   2   3.3e-44   3.3e-44  146.9   0.1   210   347   301   467   293   467 0.88 -
931188at2759_1130832_1:000f72|NODE_432_length_20500_cov_66.510160:17505-19288 -            470 931188at2759         -            347  3.7e-135  446.0   9.5   1   2   6.1e-91   6.1e-91  300.6   5.0     1   204    29   260    29   296 0.89 -
931188at2759_1130832_1:000f72|NODE_432_length_20500_cov_66.510160:17505-19288 -            470 931188at2759         -            347  3.7e-135  446.0   9.5   2   2   3.3e-44   3.3e-44  146.9   0.1   210   347   295   461   287   461 0.88 -
931188at2759_946122_1:0000bf|NODE_432_length_20500_cov_66.510160:17526-19297  -            466 931188at2759         -            347  3.8e-135  446.0   9.5   1   2   6.3e-91   6.3e-91  300.6   5.1     1   204    32   263    32   299 0.89 -
931188at2759_946122_1:0000bf|NODE_432_length_20500_cov_66.510160:17526-19297  -            466 931188at2759         -            347  3.8e-135  446.0   9.5   2   2     3e-44     3e-44  147.1   0.1   210   347   298   464   279   464 0.88 -
931188at2759_745531_1:0004bf|NODE_432_length_20500_cov_66.510160:17508-19294  -            471 931188at2759         -            347  3.8e-135  446.0   9.5   1   2   6.1e-91   6.1e-91  300.6   5.0     1   204    31   262    31   298 0.89 -
931188at2759_745531_1:0004bf|NODE_432_length_20500_cov_66.510160:17508-19294  -            471 931188at2759         -            347  3.8e-135  446.0   9.5   2   2   3.3e-44   3.3e-44  146.9   0.1   210   347   297   463   289   463 0.88 -
931188at2759_105231_0:0016ac|NODE_432_length_20500_cov_66.510160:17505-19279  -            467 931188at2759         -            347  3.8e-135  446.0   9.5   1   2   6.3e-91   6.3e-91  300.6   5.1     1   204    26   257    26   293 0.89 -
931188at2759_105231_0:0016ac|NODE_432_length_20500_cov_66.510160:17505-19279  -            467 931188at2759         -            347  3.8e-135  446.0   9.5   2   2     3e-44     3e-44  147.1   0.1   210   347   292   458   273   458 0.88 -
931188at2759_312017_1:003c19|NODE_432_length_20500_cov_66.510160:17517-19294  -            468 931188at2759         -            347  3.9e-135  446.0   9.5   1   2   6.4e-91   6.4e-91  300.6   5.1     1   204    31   262    31   298 0.89 -
931188at2759_312017_1:003c19|NODE_432_length_20500_cov_66.510160:17517-19294  -            468 931188at2759         -            347  3.9e-135  446.0   9.5   2   2     3e-44     3e-44  147.1   0.1   210   347   297   463   278   463 0.88 -
931188at2759_1157962_0:003196|NODE_432_length_20500_cov_66.510160:17502-19279 -            468 931188at2759         -            347  3.9e-135  446.0   9.5   1   2   6.4e-91   6.4e-91  300.6   5.1     1   204    26   257    26   293 0.89 -
931188at2759_1157962_0:003196|NODE_432_length_20500_cov_66.510160:17502-19279 -            468 931188at2759         -            347  3.9e-135  446.0   9.5   2   2     3e-44     3e-44  147.1   0.1   210   347   292   458   273   458 0.88 -
931188at2759_5763_1:001dfd|NODE_432_length_20500_cov_66.510160:17520-19315    -            474 931188at2759         -            347  3.9e-135  446.0   9.5   1   2   6.2e-91   6.2e-91  300.6   5.0     1   204    38   269    38   305 0.89 -
931188at2759_5763_1:001dfd|NODE_432_length_20500_cov_66.510160:17520-19315    -            474 931188at2759         -            347  3.9e-135  446.0   9.5   2   2   3.4e-44   3.4e-44  146.9   0.1   210   347   304   470   296   470 0.88 -
931188at2759_5286_1:0015b3|NODE_432_length_20500_cov_66.510160:17505-19375    -            499 931188at2759         -            347    4e-135  445.9   9.2   1   2   5.8e-91   5.8e-91  300.7   4.5     1   203    58   288    58   317 0.90 -
931188at2759_5286_1:0015b3|NODE_432_length_20500_cov_66.510160:17505-19375    -            499 931188at2759         -            347    4e-135  445.9   9.2   2   2   3.5e-44   3.5e-44  146.8   0.1   210   347   324   490   307   490 0.88 -
931188at2759_1408658_1:00086a|NODE_432_length_20500_cov_66.510160:17526-19369 -            490 931188at2759         -            347  4.2e-135  445.9   9.3   1   2   6.2e-91   6.2e-91  300.6   4.8     1   204    56   287    56   323 0.89 -
931188at2759_1408658_1:00086a|NODE_432_length_20500_cov_66.510160:17526-19369 -            490 931188at2759         -            347  4.2e-135  445.9   9.3   2   2   3.3e-44   3.3e-44  147.0   0.1   210   347   322   488   303   488 0.88 -
931188at2759_36022_1:000640|NODE_432_length_20500_cov_66.510160:17517-19363   -            491 931188at2759         -            347  4.3e-135  445.8   9.3   1   2   6.2e-91   6.2e-91  300.6   4.8     1   204    54   285    54   321 0.89 -
931188at2759_36022_1:000640|NODE_432_length_20500_cov_66.510160:17517-19363   -            491 931188at2759         -            347  4.3e-135  445.8   9.3   2   2   3.3e-44   3.3e-44  146.9   0.1   210   347   320   486   301   486 0.88 -
931188at2759_117179_1:00174b|NODE_432_length_20500_cov_66.510160:17526-19204  -            446 931188at2759         -            347  5.3e-135  445.5  10.4   1   2   3.8e-91   3.8e-91  301.3   4.3     1   203     1   231     1   258 0.90 -
931188at2759_117179_1:00174b|NODE_432_length_20500_cov_66.510160:17526-19204  -            446 931188at2759         -            347  5.3e-135  445.5  10.4   2   2   3.2e-44   3.2e-44  147.0   0.4   210   347   278   444   264   444 0.88 -
931188at2759_150374_1:000355|NODE_432_length_20500_cov_66.510160:17526-19204  -            446 931188at2759         -            347  5.3e-135  445.5  10.4   1   2   3.8e-91   3.8e-91  301.3   4.3     1   203     1   231     1   258 0.90 -
931188at2759_150374_1:000355|NODE_432_length_20500_cov_66.510160:17526-19204  -            446 931188at2759         -            347  5.3e-135  445.5  10.4   2   2   3.2e-44   3.2e-44  147.0   0.4   210   347   278   444   264   444 0.88 -
931188at2759_158607_1:000a5c|NODE_432_length_20500_cov_66.510160:17526-19204  -            446 931188at2759         -            347  5.3e-135  445.5  10.4   1   2   3.8e-91   3.8e-91  301.3   4.3     1   203     1   231     1   258 0.90 -
931188at2759_158607_1:000a5c|NODE_432_length_20500_cov_66.510160:17526-19204  -            446 931188at2759         -            347  5.3e-135  445.5  10.4   2   2   3.2e-44   3.2e-44  147.0   0.4   210   347   278   444   264   444 0.88 -
931188at2759_418459_1:002aae|NODE_432_length_20500_cov_66.510160:17526-19204  -            446 931188at2759         -            347  5.3e-135  445.5  10.4   1   2   3.8e-91   3.8e-91  301.3   4.3     1   203     1   231     1   258 0.90 -
931188at2759_418459_1:002aae|NODE_432_length_20500_cov_66.510160:17526-19204  -            446 931188at2759         -            347  5.3e-135  445.5  10.4   2   2   3.2e-44   3.2e-44  147.0   0.4   210   347   278   444   264   444 0.88 -
931188at2759_574774_1:00327f|NODE_432_length_20500_cov_66.510160:17526-19204  -            446 931188at2759         -            347  5.3e-135  445.5  10.4   1   2   3.8e-91   3.8e-91  301.3   4.3     1   203     1   231     1   258 0.90 -
931188at2759_574774_1:00327f|NODE_432_length_20500_cov_66.510160:17526-19204  -            446 931188at2759         -            347  5.3e-135  445.5  10.4   2   2   3.2e-44   3.2e-44  147.0   0.4   210   347   278   444   264   444 0.88 -
931188at2759_756982_1:000fb8|NODE_432_length_20500_cov_66.510160:17526-19204  -            446 931188at2759         -            347  5.3e-135  445.5  10.4   1   2   3.8e-91   3.8e-91  301.3   4.3     1   203     1   231     1   258 0.90 -
931188at2759_756982_1:000fb8|NODE_432_length_20500_cov_66.510160:17526-19204  -            446 931188at2759         -            347  5.3e-135  445.5  10.4   2   2   3.2e-44   3.2e-44  147.0   0.4   210   347   278   444   264   444 0.88 -
931188at2759_1382522_1:0009b1|NODE_432_length_20500_cov_66.510160:17526-19372 -            486 931188at2759         -            347  5.3e-135  445.5   9.4   1   1  9.5e-133  9.5e-133  438.1   9.4     1   347    57   484    57   484 0.85 -
931188at2759_296543_1:002c3f|NODE_432_length_20500_cov_66.510160:17526-19219  -            451 931188at2759         -            347  5.6e-135  445.4  10.4   1   2     4e-91     4e-91  301.2   4.3     1   203     6   236     6   263 0.90 -
931188at2759_296543_1:002c3f|NODE_432_length_20500_cov_66.510160:17526-19219  -            451 931188at2759         -            347  5.6e-135  445.4  10.4   2   2   3.3e-44   3.3e-44  146.9   0.4   210   347   283   449   269   449 0.88 -
931188at2759_573826_1:001630|NODE_432_length_20500_cov_66.510160:17514-19252  -            461 931188at2759         -            347  7.1e-135  445.1  10.7   1   2   6.6e-91   6.6e-91  300.5   4.8     1   203    17   247    17   264 0.90 -
931188at2759_573826_1:001630|NODE_432_length_20500_cov_66.510160:17514-19252  -            461 931188at2759         -            347  7.1e-135  445.1  10.7   2   2   2.8e-44   2.8e-44  147.2   0.3   210   347   289   455   275   455 0.87 -
931188at2759_1111077_1:001e0e|NODE_432_length_20500_cov_66.510160:17526-19276 -            470 931188at2759         -            347  8.1e-135  444.9  10.6   1   2   5.9e-91   5.9e-91  300.7   4.5     1   203    25   255    25   268 0.90 -
931188at2759_1111077_1:001e0e|NODE_432_length_20500_cov_66.510160:17526-19276 -            470 931188at2759         -            347  8.1e-135  444.9  10.6   2   2   3.6e-44   3.6e-44  146.8   0.4   210   347   302   468   288   468 0.88 -
931188at2759_1813822_1:00071f|NODE_432_length_20500_cov_66.510160:17526-19276 -            470 931188at2759         -            347  8.1e-135  444.9  10.6   1   2   5.9e-91   5.9e-91  300.7   4.5     1   203    25   255    25   268 0.90 -
931188at2759_1813822_1:00071f|NODE_432_length_20500_cov_66.510160:17526-19276 -            470 931188at2759         -            347  8.1e-135  444.9  10.6   2   2   3.6e-44   3.6e-44  146.8   0.4   210   347   302   468   288   468 0.88 -
931188at2759_515849_1:000cb7|NODE_432_length_20500_cov_66.510160:17526-19276  -            470 931188at2759         -            347  8.1e-135  444.9  10.6   1   2   5.9e-91   5.9e-91  300.7   4.5     1   203    25   255    25   268 0.90 -
931188at2759_515849_1:000cb7|NODE_432_length_20500_cov_66.510160:17526-19276  -            470 931188at2759         -            347  8.1e-135  444.9  10.6   2   2   3.6e-44   3.6e-44  146.8   0.4   210   347   302   468   288   468 0.88 -
931188at2759_671987_1:002c6f|NODE_432_length_20500_cov_66.510160:17526-19276  -            470 931188at2759         -            347  8.1e-135  444.9  10.6   1   2   5.9e-91   5.9e-91  300.7   4.5     1   203    25   255    25   268 0.90 -
931188at2759_671987_1:002c6f|NODE_432_length_20500_cov_66.510160:17526-19276  -            470 931188at2759         -            347  8.1e-135  444.9  10.6   2   2   3.6e-44   3.6e-44  146.8   0.4   210   347   302   468   288   468 0.88 -
931188at2759_765867_1:00125d|NODE_432_length_20500_cov_66.510160:17526-19276  -            470 931188at2759         -            347  8.1e-135  444.9  10.6   1   2   5.9e-91   5.9e-91  300.7   4.5     1   203    25   255    25   268 0.90 -
931188at2759_765867_1:00125d|NODE_432_length_20500_cov_66.510160:17526-19276  -            470 931188at2759         -            347  8.1e-135  444.9  10.6   2   2   3.6e-44   3.6e-44  146.8   0.4   210   347   302   468   288   468 0.88 -
931188at2759_1441469_1:0003c1|NODE_432_length_20500_cov_66.510160:17478-19204 -            461 931188at2759         -            347  8.3e-135  444.9  10.8   1   2   5.8e-91   5.8e-91  300.7   4.7     1   203     1   231     1   248 0.90 -
931188at2759_1441469_1:0003c1|NODE_432_length_20500_cov_66.510160:17478-19204 -            461 931188at2759         -            347  8.3e-135  444.9  10.8   2   2   3.5e-44   3.5e-44  146.9   0.4   210   347   278   444   264   444 0.88 -
931188at2759_645134_1:000f73|NODE_432_length_20500_cov_66.510160:17514-19273  -            473 931188at2759         -            347  8.3e-135  444.9  10.6   1   2     6e-91     6e-91  300.7   4.5     1   203    24   254    24   267 0.90 -
931188at2759_645134_1:000f73|NODE_432_length_20500_cov_66.510160:17514-19273  -            473 931188at2759         -            347  8.3e-135  444.9  10.6   2   2   3.7e-44   3.7e-44  146.8   0.4   210   347   301   467   287   467 0.88 -
931188at2759_5786_1:002937|NODE_432_length_20500_cov_66.510160:17526-19291    -            475 931188at2759         -            347  8.5e-135  444.8  10.6   1   2     6e-91     6e-91  300.6   4.5     1   203    30   260    30   273 0.90 -
931188at2759_5786_1:002937|NODE_432_length_20500_cov_66.510160:17526-19291    -            475 931188at2759         -            347  8.5e-135  444.8  10.6   2   2   3.7e-44   3.7e-44  146.8   0.4   210   347   307   473   293   473 0.88 -
931188at2759_100816_1:0011db|NODE_432_length_20500_cov_66.510160:17526-19297  -            477 931188at2759         -            347  8.7e-135  444.8  10.6   1   2   6.1e-91   6.1e-91  300.6   4.5     1   203    32   262    32   275 0.90 -
931188at2759_100816_1:0011db|NODE_432_length_20500_cov_66.510160:17526-19297  -            477 931188at2759         -            347  8.7e-135  444.8  10.6   2   2   3.7e-44   3.7e-44  146.8   0.4   210   347   309   475   295   475 0.88 -
931188at2759_352472_1:001488|NODE_432_length_20500_cov_66.510160:17526-19297  -            477 931188at2759         -            347  8.7e-135  444.8  10.6   1   2   6.1e-91   6.1e-91  300.6   4.5     1   203    32   262    32   275 0.90 -
931188at2759_352472_1:001488|NODE_432_length_20500_cov_66.510160:17526-19297  -            477 931188at2759         -            347  8.7e-135  444.8  10.6   2   2   3.7e-44   3.7e-44  146.8   0.4   210   347   309   475   295   475 0.88 -
931188at2759_857340_1:001f01|NODE_432_length_20500_cov_66.510160:17526-19297  -            477 931188at2759         -            347  8.7e-135  444.8  10.6   1   2   6.1e-91   6.1e-91  300.6   4.5     1   203    32   262    32   275 0.90 -
931188at2759_857340_1:001f01|NODE_432_length_20500_cov_66.510160:17526-19297  -            477 931188at2759         -            347  8.7e-135  444.8  10.6   2   2   3.7e-44   3.7e-44  146.8   0.4   210   347   309   475   295   475 0.88 -
931188at2759_578462_1:004380|NODE_432_length_20500_cov_66.510160:17526-19300  -            478 931188at2759         -            347  8.8e-135  444.8  10.6   1   2   6.1e-91   6.1e-91  300.6   4.5     1   203    33   263    33   276 0.90 -
931188at2759_578462_1:004380|NODE_432_length_20500_cov_66.510160:17526-19300  -            478 931188at2759         -            347  8.8e-135  444.8  10.6   2   2   3.7e-44   3.7e-44  146.8   0.4   210   347   310   476   296   476 0.88 -
931188at2759_983644_1:000b65|NODE_432_length_20500_cov_66.510160:17526-19303  -            479 931188at2759         -            347  8.9e-135  444.8  10.6   1   2   6.1e-91   6.1e-91  300.6   4.5     1   203    34   264    34   277 0.90 -
931188at2759_983644_1:000b65|NODE_432_length_20500_cov_66.510160:17526-19303  -            479 931188at2759         -            347  8.9e-135  444.8  10.6   2   2   3.8e-44   3.8e-44  146.8   0.4   210   347   311   477   297   477 0.88 -
931188at2759_1284197_1:000b21|NODE_432_length_20500_cov_66.510160:17526-19309 -            481 931188at2759         -            347    9e-135  444.8  10.6   1   2   6.2e-91   6.2e-91  300.6   4.5     1   203    36   266    36   279 0.90 -
931188at2759_1284197_1:000b21|NODE_432_length_20500_cov_66.510160:17526-19309 -            481 931188at2759         -            347    9e-135  444.8  10.6   2   2   3.8e-44   3.8e-44  146.7   0.4   210   347   313   479   299   479 0.88 -
931188at2759_5599_1:001df4|NODE_432_length_20500_cov_66.510160:17526-19309    -            481 931188at2759         -            347    9e-135  444.8  10.6   1   2   6.2e-91   6.2e-91  300.6   4.5     1   203    36   266    36   279 0.90 -
931188at2759_5599_1:001df4|NODE_432_length_20500_cov_66.510160:17526-19309    -            481 931188at2759         -            347    9e-135  444.8  10.6   2   2   3.8e-44   3.8e-44  146.7   0.4   210   347   313   479   299   479 0.88 -
931188at2759_1399860_1:000a4c|NODE_432_length_20500_cov_66.510160:17526-19312 -            482 931188at2759         -            347  9.1e-135  444.7  10.6   1   2   6.2e-91   6.2e-91  300.6   4.5     1   203    37   267    37   280 0.90 -
931188at2759_1399860_1:000a4c|NODE_432_length_20500_cov_66.510160:17526-19312 -            482 931188at2759         -            347  9.1e-135  444.7  10.6   2   2   3.8e-44   3.8e-44  146.7   0.4   210   347   314   480   300   480 0.88 -
931188at2759_4955_1:00028c|NODE_432_length_20500_cov_66.510160:17517-19303    -            482 931188at2759         -            347  9.1e-135  444.7  10.6   1   2   6.2e-91   6.2e-91  300.6   4.5     1   203    34   264    34   277 0.90 -
931188at2759_4955_1:00028c|NODE_432_length_20500_cov_66.510160:17517-19303    -            482 931188at2759         -            347  9.1e-135  444.7  10.6   2   2   3.8e-44   3.8e-44  146.7   0.4   210   347   311   477   297   477 0.88 -
931188at2759_578462_1:0036b4|NODE_432_length_20500_cov_66.510160:17526-19318  -            484 931188at2759         -            347  9.3e-135  444.7  10.6   1   2   6.3e-91   6.3e-91  300.6   4.5     1   203    39   269    39   282 0.90 -
931188at2759_578462_1:0036b4|NODE_432_length_20500_cov_66.510160:17526-19318  -            484 931188at2759         -            347  9.3e-135  444.7  10.6   2   2   3.8e-44   3.8e-44  146.7   0.4   210   347   316   482   302   482 0.88 -
931188at2759_946125_1:000f04|NODE_432_length_20500_cov_66.510160:17526-19318  -            484 931188at2759         -            347  9.3e-135  444.7  10.6   1   2   6.3e-91   6.3e-91  300.6   4.5     1   203    39   269    39   282 0.90 -
931188at2759_946125_1:000f04|NODE_432_length_20500_cov_66.510160:17526-19318  -            484 931188at2759         -            347  9.3e-135  444.7  10.6   2   2   3.8e-44   3.8e-44  146.7   0.4   210   347   316   482   302   482 0.88 -
931188at2759_306901_1:001cc1|NODE_432_length_20500_cov_66.510160:17526-19330  -            488 931188at2759         -            347  9.6e-135  444.7  10.6   1   2   6.4e-91   6.4e-91  300.6   4.5     1   203    43   273    43   286 0.90 -
931188at2759_306901_1:001cc1|NODE_432_length_20500_cov_66.510160:17526-19330  -            488 931188at2759         -            347  9.6e-135  444.7  10.6   2   2   3.9e-44   3.9e-44  146.7   0.4   210   347   320   486   306   486 0.88 -
931188at2759_58627_1:000232|NODE_432_length_20500_cov_66.510160:17526-19336   -            490 931188at2759         -            347  9.8e-135  444.6  10.6   1   2   6.5e-91   6.5e-91  300.5   4.5     1   203    45   275    45   288 0.90 -
931188at2759_58627_1:000232|NODE_432_length_20500_cov_66.510160:17526-19336   -            490 931188at2759         -            347  9.8e-135  444.6  10.6   2   2   3.9e-44   3.9e-44  146.7   0.4   210   347   322   488   308   488 0.88 -
931188at2759_1214573_1:000177|NODE_432_length_20500_cov_66.510160:17526-19339 -            491 931188at2759         -            347  9.9e-135  444.6  10.6   1   2   6.5e-91   6.5e-91  300.5   4.5     1   203    46   276    46   289 0.90 -
931188at2759_1214573_1:000177|NODE_432_length_20500_cov_66.510160:17526-19339 -            491 931188at2759         -            347  9.9e-135  444.6  10.6   2   2     4e-44     4e-44  146.7   0.4   210   347   323   489   309   489 0.88 -
931188at2759_744533_1:00357e|NODE_432_length_20500_cov_66.510160:17520-19342  -            494 931188at2759         -            347    1e-134  444.6  10.6   1   2   6.6e-91   6.6e-91  300.5   4.5     1   203    47   277    47   290 0.90 -
931188at2759_744533_1:00357e|NODE_432_length_20500_cov_66.510160:17520-19342  -            494 931188at2759         -            347    1e-134  444.6  10.6   2   2     4e-44     4e-44  146.7   0.4   210   347   324   490   310   490 0.88 -
931188at2759_1081109_1:001e23|NODE_432_length_20500_cov_66.510160:17484-19315 -            497 931188at2759         -            347  1.1e-134  444.5  10.6   1   2   6.6e-91   6.6e-91  300.5   4.5     1   203    38   268    38   281 0.90 -
931188at2759_1081109_1:001e23|NODE_432_length_20500_cov_66.510160:17484-19315 -            497 931188at2759         -            347  1.1e-134  444.5  10.6   2   2   4.1e-44   4.1e-44  146.6   0.4   210   347   315   481   301   481 0.88 -
